position.latitude,trip.start_date,current_stop_sequence,vehicle.id,trip.trip_id,trip.schedule_relationship,trip.start_time,position.bearing,timestamp,multi_carriage_details,position.longitude,occupancy_status,trip.route_id,current_status,vehicle.label
50.86693572998047,20240210,17,SCEK-36501,VJ3c2ea1ee883ce83c17e462ef58ac5b823506a6c1,0,14:32:00,162.0,1707576580,[],0.5559108257293701,,14414,1,
50.93537521362305,20240210,29,SCEK-36502,VJ49d4017253bf90873ead66a3b4c57c979e44357e,0,14:07:00,342.0,1707576580,[],0.5968608260154724,,66087,2,
50.86050033569336,20240210,10,SCEK-36504,VJeb021feeb12542805e35351760094dead562187c,0,14:38:00,0.0,1707576583,[],0.5965877771377563,,14414,2,
51.079341888427734,20240210,21,SCEK-36859,VJ1ae83b3174c3fdb533c6edc078844e37409c4035,0,14:25:00,0.0,1707576580,[],1.1766308546066284,,14396,2,
51.1226806640625,20240210,7,SCEK-36863,VJf76c1280536d3f818acf1ca1dad29d13e6151a90,0,14:44:00,42.0,1707576567,[],0.8665350079536438,,14428,2,
51.36986541748047,20240210,30,SCEK-36864,VJcd9879aba611afa4d5ae2a38206b75d6642c4df2,0,14:05:00,228.0,1707576569,[],1.1547527313232422,,72605,2,
52.65626525878906,20240210,2,SCEM-15654,VJ9d7b792f91d61490232d2531e5e059fdc9330e9a,0,14:30:00,162.0,1707576571,[],0.16842690110206604,,29739,2,
52.58544921875,20240210,0,YX64VOM,VJ99c5bf8b29e06dc2fa0522468020d53f19767138,0,14:50:00,359.0,1707576564,[],-2.1220760345458984,,54586,1,
51.383277893066406,20240210,28,YX68UJR,VJ4bbf7403c69cdd1f5406a93c6a29378583cd42d9,0,14:12:00,304.0,1707576559,[],-0.4013899862766266,,12860,2,
51.3865966796875,20240210,31,YX68ULP,VJ9a5fccfa906dfdb28655a9c59faee98f9e447257,0,14:11:00,40.0,1707576587,[],-0.4195449948310852,,12860,2,
